Name,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD),Volume (ESD),Width
fill,66.60767287090144,23.615653135750584,55.76149589496055,9.425271098692333,6.966972846239342,-1.4158676413422429,1569.7542079116595,11.889067606726728,1.0159044775950878,1.3432629729542076,73,24,62,33,64,49,41,41,86,31,65,1287.830762679673,12.885900014208554,435.6705029447693,176.17068861716348,-0.6665767779527397,1162.8678408444323,14-02-2023 00:30:10,227.96807130996882,3.9789697433251203,-4.665575644082745,15.244227992645042,8.88604406938828,47.7613838569728,63,56,8.93020689729143,1.6478817878939107,76,22.353293492888724,8.357066378005298,2247.71781420553,65,30,44,2,69,12.335666099659859,12.828920215695181,45,150.34073274103272,1779.557042694525,42.68616605919563,87.36049999597516,28.30703044161164,9,62,82,2.0554670848708083,30,91,40,22,6,18,-3.278384289327689,23-07-2023 08:43:48,28-07-2023 20:52:52,227.83700709550678,345d929d-a46c-4836-83f9-8e8ded9a50f4,1317.110165451369,216.30899549714718,100.70307447312605
among,69.7149482458134,28.092506842526447,55.50901623514493,9.425271098692333,7.257031979220567,-1.4158676413422429,3617.917473450236,16.430595318017126,1.0867339744339393,1.5805583863898383,62,44,78,64,27,32,33,91,42,32,76,2074.0272082936403,15.36240158272665,435.94472866479236,182.65971633907276,-1.529160678167834,2667.6089875470793,24-02-2023 17:48:18,228.11496790101737,2.232818545998692,-4.665575644082745,17.695294606526076,13.347386578565075,47.524670699667205,39,31,5.221101264892698,1.6478817878939107,87,26.589456271276863,8.357066378005298,4028.8479706687026,68,81,78,68,72,16.90784137471075,17.326229685852123,79,156.87328522739713,2869.640135962963,48.90100496073754,140.51305618508457,32.40013463878316,43,99,22,1.9060640182703725,40,89,87,43,68,11,-4.058825490690925,14-05-2023 12:34:04,22-11-2023 09:56:33,235.9510263685665,fe11fdee-d6de-4f47-85c9-a068c9962b87,3037.4000622723693,370.3791392247586,100.20768647854764
whose,62.35642546741494,37.04621425607817,77.59737961672975,9.412254689189634,7.026985080649251,-1.427550168088991,4551.4924538221685,25.513650740597917,1.0017385782273174,1.2924139557894296,98,61,43,52,99,96,21,86,80,43,15,4403.824326788482,20.181780534411146,436.57977770063513,150.86658529967036,-1.0239329651847073,3353.4862855799415,27-01-2023 04:20:33,228.45514948028756,4.541831667738035,-4.665575644082745,18.658213633407907,22.270071596918676,68.23369034737443,88,62,10.125816038870509,1.6421203176756505,64,28.2536630770722,8.348739824587438,4458.900661957379,62,31,59,80,1,18.70405308990931,18.797507261935948,24,141.40316093133015,6099.968209544415,60.848802438502275,165.1469908179966,40.36549208723564,7,64,25,2.130168618171026,12,76,76,33,15,64,-2.9709377554573235,01-10-2023 08:17:34,01-02-2023 01:39:50,199.40629369879517,58e42403-930c-40d5-a489-1af156132aa5,3821.5268131426847,430.0953455045044,143.54705903280768
now,66.84986514722128,18.38928093508012,38.67944348229142,9.425271098692333,7.0019799829784555,-1.4158676413422429,559.6558806457655,6.587193627030246,1.0867339744339393,1.436486171089634,49,97,3,36,75,13,55,42,46,28,87,401.1274440494528,8.235778363969542,436.70967409433024,181.01417342394745,-0.9007066937254081,420.77049888628034,17-01-2023 23:33:05,228.52473207604737,3.2370153884171873,-4.665575644082745,12.568063424427999,3.6777799636524673,31.746047956982355,55,71,7.354176665209917,1.6478817878939107,23,17.728095357301672,8.357066378005298,646.3414278828573,63,50,39,99,16,7.343597176900214,8.76986364054193,82,150.84990349867638,550.1183931354004,30.98639521946278,44.39979095953014,20.621417524620526,13,74,82,1.995705858230634,71,61,32,99,36,53,-3.668604890009307,20-11-2023 12:19:58,10-01-2023 15:43:22,232.7484571391061,5e8d41ae-40ec-439a-9284-5836be636cee,468.7100518332874,113.67814121987801,67.18653815422083
light,74.68761945110367,18.38928093508012,33.98332180972065,9.425271098692333,7.217023822947295,-1.4041851145954947,710.0549208156957,6.587193627030246,1.0867339744339393,1.6992060931076536,72,39,20,25,28,35,70,99,5,51,89,394.4597109189484,8.182328689828863,437.05606447751717,179.6066650185572,-1.529160678167834,531.2654130252508,26-07-2023 13:10:22,228.7102856647402,2.232818545998692,-4.665575644082745,13.055775658822693,3.6777799636524673,27.343183231098163,23,59,5.221101264892698,1.653643258112171,26,18.571005297899312,8.357066378005298,817.490352231642,2,62,41,27,16,8.25336674693585,9.583761874120215,70,167.3275358896553,540.8733969305238,31.021827596324478,51.072504593207086,20.533077146264304,42,68,2,1.8761834049502852,65,26,15,74,61,26,-4.271673091062716,26-09-2023 14:48:03,11-05-2023 00:25:36,230.90033418455585,124c58bf-4fec-4dda-81a7-ff82cdf5d007,595.0329644883351,131.49974206910423,57.97232145506234
build,69.16872736730483,33.318879043196915,99.37555370196965,9.425271098692333,6.886956533692797,-1.4158676413422429,2520.471206126591,21.732469297713607,0.7750841883429925,1.080543050936188,99,24,9,60,42,30,29,78,24,49,89,5007.268784505636,21.12605811089646,438.4993577407962,164.72433349685778,0.10974873224084525,1861.3390077450133,18-08-2023 22:33:05,229.48342561762703,9.946585373748407,-4.665575644082745,16.744881021551798,18.555650684300886,88.65189097324908,18,33,21.60638109153325,1.6478817878939107,80,24.94686254088146,8.357066378005298,7160.661811227769,54,59,49,13,13,15.134957084384896,15.218441952739123,32,155.72494266760506,6936.660622431513,63.35032824493819,118.44345140321765,41.92617210486219,34,40,56,2.3841538313917674,80,65,82,20,8,89,0.1626519166829432,10-03-2023 18:34:10,13-06-2023 15:21:21,214.8874880372539,4464ec4d-ad60-4af7-a539-74f05d5c3b64,2115.6348115493784,293.07448468253045,186.2778120508714
note,61.114545922881305,54.963757711477506,181.74884614296153,9.425271098692333,6.881955514158638,-1.4158676413422429,26292.50926060876,43.690036535332574,0.9804897291756619,1.0974927233244474,63,31,0,85,99,65,66,98,69,3,40,20872.248594743774,34.916074039191464,441.40037719998696,175.9016061278977,0.17136186797049469,19326.139985002224,22-11-2023 03:58:20,231.03743692292952,8.96797316425777,-4.665575644082745,28.33117294890269,40.12553516871451,165.88124935246822,72,14,19.527651561287808,1.6478817878939107,51,44.97137689892539,8.357066378005298,30685.070524604933,12,12,32,62,65,36.74781622894943,34.67895740945073,41,138.79230662085945,28933.893454844183,97.86854978360488,523.8367207486506,64.7179897207669,80,36,21,2.0554670848708083,19,91,99,19,40,67,-0.41676655099582316,29-08-2023 18:32:45,15-10-2023 05:28:38,228.01422436512118,5c9c86be-a3f7-431c-8896-9ad1ffec863c,22082.205631389024,1364.556341136826,347.9016837677543
sort,61.63500166561117,20.62770778846805,38.2394075037556,9.425271098692333,7.242028920618091,-1.4158676413422429,926.879280127246,8.857957482675443,1.0867339744339393,1.614457731166357,44,12,82,83,72,15,73,32,99,21,45,573.4483156991574,9.47402914822859,441.53027359368207,175.78776353628524,-1.529160678167834,690.5615690266308,14-03-2023 08:05:36,231.10701951868933,2.232818545998692,-4.665575644082745,13.649784149431618,5.908451218240867,31.333490739964024,80,80,5.221101264892698,1.6478817878939107,17,19.597626379396438,8.357066378005298,975.4986561425694,75,59,46,98,66,9.36141942838951,10.575048184247617,15,139.88648207877458,789.0460426440799,34.359557496696475,59.92217058979253,22.667969623206286,85,55,68,1.9359446315904596,93,78,3,6,43,23,-4.117949824127534,08-02-2023 19:46:40,29-05-2023 13:55:31,226.79902023062238,21e15656-8590-4e4f-8da4-69d399e07946,777.147721150697,155.13558555025296,66.32314764938417
personal,53.67872773714673,64.66698361892384,173.4025899599133,9.412254689189634,6.961971826705183,-1.427550168088991,63827.949792176114,53.533438226319454,1.0229874272789727,1.2669894472070407,0,83,10,78,50,99,45,65,86,90,55,42805.07592919461,44.759722360099715,441.53027359368207,149.3969809352188,-0.6542541508068098,46902.61436953212,17-04-2023 21:45:40,231.10701951868933,4.823262629944492,-4.665575644082745,35.640603743869335,49.795141783627116,158.0561886952516,11,19,10.723620609660049,1.6421203176756505,13,57.604219470190024,8.348739824587438,71240.94842213411,19,91,62,78,22,50.38269606704763,47.03351521145959,32,123.15968101916151,59344.36452507357,122.3806680965279,931.1614215138067,80.98734273470401,80,32,28,1.9807655515705904,19,70,75,86,69,91,-2.8053896218348187,13-05-2023 06:48:37,27-07-2023 14:17:15,197.3050032162243,32cba520-b048-4fd4-9bb1-063bc67c951c,53608.91065810048,2457.692244084948,331.5255720612622
shoulder,69.41607267078041,40.78367809725531,89.42064140066755,9.425271098692333,6.991977943910137,-1.427550168088991,3954.4773496349726,29.305107133055294,0.930909081388466,1.1822410852657441,25,34,1,56,44,40,68,85,1,65,85,5546.052009015928,21.909986664959746,442.30965195585276,168.0464673066391,-0.8390935579957585,2914.8722319111225,28-08-2023 13:46:53,231.52451509324823,6.345548289152147,-4.665575644082745,18.333072143811442,25.994586044625105,79.31862934234249,22,33,13.957199878930737,1.6421203176756505,68,27.691723116673774,8.357066378005298,4517.107339168798,88,48,82,70,0,18.097540043218885,17.87926310097583,13,156.24494684562413,7683.69844898473,65.39123315217203,156.56466984843502,43.221830987420084,3,60,86,2.2646313781114187,27,58,42,36,90,10,-1.9421743536603304,23-03-2023 11:57:29,16-11-2023 13:12:20,219.0141187439894,79e647c4-7cd0-443c-b4f6-421511609e9d,3320.082875902309,392.441202745387,166.74537112177967
attack,69.503674132428,22.866134641855982,46.434175890914446,9.438287508195032,6.971973865773501,-1.4041851145954947,251.5305728514623,11.12872133832064,0.930909081388466,1.156816576683355,95,74,50,79,9,92,57,16,93,96,74,459.7053203861538,8.690100594165308,443.5508841622727,174.13187129464973,-0.7158672865364593,194.3975154529569,21-06-2023 12:18:51,232.18941545273088,6.985164112348641,-4.665575644082745,11.198717535550585,8.139122472829264,39.01652350279728,42,16,15.315846630725146,1.653643258112171,63,15.3614636010083,8.365392931423159,345.17182517281,25,87,53,95,21,4.78924415333862,6.4846878308798175,50,156.42911499200588,631.3382370948077,32.13440422978181,28.41364954769575,21.372310740648395,67,74,52,2.3393329114116366,54,30,47,75,68,67,-1.5637786196660342,18-02-2023 05:22:08,23-02-2023 02:53:05,222.53314738347552,87ce6495-7efa-4cf9-8627-5c4ecf558161,209.90995377859585,70.98207377242682,82.40202655912924
suddenly,72.27600274221678,26.593469854737247,53.64066675250923,9.425271098692333,7.237027901083931,-1.4158676413422429,4142.867140556089,14.909902781204957,1.0867339744339393,1.6822564207193944,77,69,35,41,28,41,59,83,91,66,22,2141.9726360836266,15.549475442219025,444.4457259855057,183.86023821425854,-1.529160678167834,3053.2781269817824,03-07-2023 17:30:56,232.66876222352073,2.232818545998692,-4.665575644082745,18.201765003782107,11.853543385447058,45.77299333560575,89,22,5.221101264892698,1.6478817878939107,89,27.464785824974413,8.357066378005298,4817.02267622107,95,86,59,50,3,17.852602082055448,18.171431697644962,15,162.2574951539695,2963.8483488237002,49.46083651515238,153.29105727263274,32.709325963029926,97,52,27,1.8612430982902417,61,55,99,0,46,20,-4.259848224375395,06-06-2023 20:51:06,14-11-2023 12:28:28,236.92572135144576,e1bcad1f-d205-4642-84b8-5fc052029d20,3478.3149169894223,404.5068491093766,96.54181531866739
lot,68.46276264696829,25.854079989138516,60.32777088534043,9.425271098692333,6.951969787636865,-1.4158676413422429,1231.47027820823,14.159831462371928,0.9238261317045807,1.2161404300422627,14,20,30,79,50,89,89,23,95,42,0,1471.985253601307,13.545112661943588,448.3281848637262,171.66873158521685,-0.5556731336393703,914.337971737946,24-02-2023 05:19:02,234.74850869678627,5.58440545954832,-4.665575644082745,14.350088896254768,11.116715323976681,52.04251038767126,34,61,12.340410244295393,1.6478817878939107,3,20.807958601793047,8.357066378005298,1945.3231148064924,81,81,54,51,17,10.667755221261192,11.743722570924131,42,154.24076407617568,2034.8923322688272,44.30188244408908,71.27069418590705,29.39656177467169,6,38,22,2.2048701514712445,40,46,6,58,81,67,-2.3796944210912354,03-09-2023 11:04:32,02-08-2023 01:41:27,221.81161992861686,0dcfbe3d-af55-4e04-9b27-8f09a2ccd6bf,1032.9792876462302,185.44542182694184,109.6625202036442
water,66.7261924954835,149.00807143865825,520.1797958644025,9.425271098692333,6.876954494624479,-1.4158676413422429,247531.31992143882,139.0929433211501,0.796333037394648,1.004269525189021,11,45,21,4,39,40,4,59,3,3,26,419230.26096442674,97.46110106280852,450.190033173356,162.2094471548738,0.25762025799200416,181865.49768672689,16-04-2023 20:40:09,235.74585923601023,17.519636720394892,-4.665575644082745,53.323298601153915,133.84400846669323,483.178328637963,65,30,37.69275863277903,1.6478817878939107,58,88.16510808570445,8.357066378005298,375078.89922770794,79,73,43,87,99,83.36767483705762,74.60170922573953,68,150.58990140966688,581268.2836378162,254.08281289146123,2400.8879795669504,168.09095579393667,30,38,54,2.3393329114116366,18,78,81,18,89,40,4.608801791115923,03-07-2023 23:27:17,27-02-2023 11:33:40,210.55832330810188,2dad1c20-7a01-4b59-9b05-ab88bf90c1b6,207904.7409576637,6053.794025910699,1011.9339056433618
economy,58.85236700151091,47.4989586574191,104.27365910239295,9.425271098692333,7.071994256456682,-1.427550168088991,22335.326163158068,36.117398699990886,1.0584021756983986,1.4449610072837638,11,85,33,0,82,16,75,4,18,53,93,13780.889425592139,30.21250271481177,450.536423556543,157.72818877594764,-1.221094999519586,16418.883355631664,23-07-2023 19:39:45,235.93141282470307,3.2242230719532574,-4.665575644082745,27.011848827655502,32.6865998083903,93.24412622497776,84,51,7.327003730174029,1.6421203176756505,7,42.691197444231776,8.357066378005298,24590.783291770887,74,44,36,24,47,34.286772904878674,32.77986153110139,44,134.03643507606014,19101.528043233142,85.84280107674441,462.871142545293,56.94403642541955,71,12,2,1.9359446315904596,2,93,33,75,28,97,-3.6804297566966286,30-03-2023 02:11:09,15-05-2023 02:05:25,206.86207739900135,c7e474b4-8bcc-4d07-bcf9-4a5e8c1c0b02,18758.494960001124,1224.8687976039703,195.88833914569264
green,68.86985179227185,25.104561495243914,47.31424784798608,9.425271098692333,6.996978963444296,-1.4158676413422429,178.23366897105407,13.39948519396584,0.7609182889752222,1.1144423957127068,2,21,35,9,46,63,6,20,55,2,2,707.9483557795156,10.275774260338764,455.9487732938393,172.1137526251564,-0.8760614394335482,140.54786925995336,12-06-2023 06:11:13,238.83068764802866,8.398715081612892,-4.665575644082745,10.71725802210967,10.369793727417665,39.84163793683394,24,78,18.31845595219079,1.6478817878939107,29,14.529360198110629,8.357066378005298,383.73320190721023,41,61,98,16,25,3.8911382957393377,5.681224190039713,94,155.09660428583203,975.5340642491994,36.34377060095159,23.79239979485489,23.993075298549577,99,11,24,2.5634375113122907,92,25,59,89,64,49,-0.7478628182408329,10-11-2023 12:21:30,23-01-2023 19:07:12,223.79898502357844,2b70475b-f93c-485b-a2a9-42688060d79b,148.34653970155958,58.63955871167899,84.12880756880256
property,60.82082337500405,54.2142392175829,146.7118830651178,9.425271098692333,6.951969787636865,-1.427550168088991,33292.31432251578,42.929690266926485,1.0229874272789727,1.2500397748187813,71,99,53,1,12,61,39,40,73,64,91,22152.17869895825,35.646552919114065,456.9879444434002,167.18747320629066,-0.5556731336393703,24468.745007155707,03-10-2023 23:24:04,239.38734841410718,5.11748590861488,-4.665575644082745,30.01940760642279,39.3786135721555,133.03222635151653,13,86,11.348598115485476,1.6421203176756505,95,47.88914207791723,8.357066378005298,36276.83476320279,0,72,55,98,69,39.8970185867651,37.621512561618374,93,138.17480165946182,30708.551906880217,99.61890920057277,607.6903068778255,65.92530822496855,97,35,1,1.9807655515705904,12,70,80,39,80,84,-2.639841488212314,19-02-2023 12:46:26,24-06-2023 19:55:10,218.68500095756266,046b1f0e-004c-40eb-b405-4e1f4e405aba,27961.470302483838,1595.5959825632215,279.1559840629728
believe,69.19964553023928,22.866134641855982,46.066276958040234,9.412254689189634,6.991977943910137,-1.4392326948357395,467.7022547595075,11.12872133832064,0.9167431820206956,1.2415649386246517,14,13,12,39,6,12,30,19,0,43,91,694.9284526990916,10.204508028151192,460.2930860163091,168.75022150933418,-0.8267709308498287,353.21416351612623,22-05-2023 06:18:05,241.157838906218,5.187843649166494,-4.665575644082745,12.230416492923979,8.139122472829264,38.671598616437684,58,73,11.49804925818286,1.6363588474573905,31,17.14454232150331,8.348739824587438,703.2792549521077,64,37,36,15,96,6.713756705337081,8.20639563268004,87,155.78994318985744,957.4816089078627,35.98944683233461,40.02951817083412,23.875288127407952,82,93,1,2.2795716847714624,4,27,95,54,50,4,-2.604366888150349,04-09-2023 18:53:14,05-06-2023 07:48:26,222.71036465308995,f5264283-c6f6-4c92-b5e8-7c8016ba3994,391.4765147174894,102.0059398460185,81.68017548131498
reflect,73.34783239061096,20.62770778846805,40.497297032963985,9.425271098692333,7.212022803413136,-1.4041851145954947,1462.7397430728242,8.857957482675443,1.0867339744339393,1.6992060931076536,49,95,85,79,81,82,46,71,10,49,8,782.4913915487651,10.676646816393852,462.57348937228994,181.15906399509055,-1.529160678167834,1084.24663361708,31-07-2023 17:48:24,242.3794000317792,2.232818545998692,-4.665575644082745,14.806537525880573,5.908451218240867,33.45038268958269,20,22,5.221101264892698,1.653643258112171,47,21.59683585389084,8.357066378005298,1648.5871953518374,20,33,97,8,87,11.519206229115058,12.505447840811502,10,164.5108465920521,1078.890042855165,37.229580022494055,79.26922091278391,24.655628136221228,60,21,17,1.8761834049502852,22,55,57,78,38,40,-4.271673091062716,05-08-2023 01:20:59,24-01-2023 06:35:45,231.97629617864334,dd9cb536-2dc7-4f53-bda3-f1f981df2a6f,1227.2267534336531,206.80802758733896,70.75333171518541
meet,61.495869932406166,41.523067962854036,95.37916137231649,9.425271098692333,7.036987119717569,-1.427550168088991,15344.609326228161,30.055178451888324,1.0229874272789727,1.4195364987013748,69,46,73,55,66,57,36,95,35,82,16,10473.091885313816,27.433119659496505,463.48276412815574,164.55874427269424,-1.073223473768427,11282.955255334777,15-01-2023 18:45:14,242.86647820209788,3.409711660680241,-4.665575644082745,24.560782213774473,26.731414106095475,84.9050598547547,33,77,7.721011288194408,1.6421203176756505,91,38.45503466584364,8.357066378005298,17555.884322511574,84,11,36,83,48,29.714597629827786,28.783412512377236,41,139.59397972863883,14515.175364169003,78.89096873647917,359.64868200928805,52.35033675089612,0,37,29,1.9807655515705904,1,71,55,48,48,64,-3.585830823198055,15-03-2023 13:47:23,10-11-2023 05:54:45,214.938121542858,9a6064d4-1927-45a5-8b96-fa7ba9c8803a,12886.86365577272,955.6504200982841,178.43652779383024
attention,69.29240001904262,25.854079989138516,54.7010813237349,9.425271098692333,7.0019799829784555,-1.4158676413422429,1365.5893272945077,14.159831462371928,1.0159044775950878,1.309363628177689,2,4,71,20,75,47,30,56,92,82,82,1142.169136026779,12.324678435731432,465.41677710094956,182.05945540147988,-0.8883840665794782,1012.8723293804194,19-06-2023 02:16:11,243.9024857389662,4.317966129619261,-4.665575644082745,14.618955897267229,11.116715323976681,46.76718859628927,11,25,9.650289675742465,1.6478817878939107,81,21.272639722891746,8.357066378005298,1633.74019024003,31,0,30,42,27,11.169294856024427,12.192410058666006,99,155.9849447566146,1577.5931729287443,41.424773442919154,75.96287221122363,27.379456468871336,42,72,68,2.070407391530852,1,96,95,4,50,6,-3.089186422330541,21-07-2023 07:35:17,28-08-2023 19:03:07,234.72316385766666,615555e1-e1f1-4397-9fd4-1f2f31d90eda,1145.6283371611835,197.977373364419,98.62244489589672
take,68.66888373319793,41.523067962854036,116.40711018267567,9.412254689189634,6.926964689966069,-1.4392326948357395,12968.087753386628,30.055178451888324,0.9875726788595471,1.2161404300422627,90,65,82,91,34,88,80,10,38,23,89,9625.699557716816,26.631374547386322,471.91159678570506,159.4875742826854,-0.34618847215856174,9536.97637911428,24-11-2023 02:50:13,247.3816155269569,5.667555516563864,-4.665575644082745,23.666643117384197,26.731414106095475,104.61988424177841,72,24,12.517034322028666,1.6363588474573905,44,36.90969977474796,8.348739824587438,15748.895875220074,31,50,93,82,53,28.04668675142912,27.14518145248248,39,154.67410089119153,13340.242489780961,77.21856054860699,325.2048216908886,51.025231075552824,85,86,81,2.0255864715507212,21,7,19,34,31,5,-2.3205700876546262,22-05-2023 04:41:20,31-01-2023 19:32:53,210.50768980249777,85250e60-a816-49bf-9cd5-ea2f5ce3ebaf,10890.779593469513,855.1907992850661,219.69527077086096
company,69.67372402856748,40.034159603360706,87.68213860022276,9.425271098692333,7.016983041580932,-1.4158676413422429,7706.498078361264,28.544760864649206,1.0088215279112025,1.309363628177689,54,23,93,30,61,62,38,5,81,46,36,6219.604086686334,22.82753940437472,475.1157078301845,163.63765421328446,-0.9869650837469175,5671.400516930968,06-05-2023 11:32:36,249.09798622236565,4.362739237243017,-4.665575644082745,20.871676851045372,25.247664448066086,77.68869017346677,6,63,9.745394948368075,1.6478817878939107,35,32.07917742286149,8.357066378005298,7886.692028782677,13,90,19,12,86,22.83300729237874,22.627002796849172,37,156.78661786439397,8617.597013905048,67.69433764818244,229.15702871685016,44.73834081586852,61,32,74,2.0554670848708083,85,45,97,72,65,45,-3.0655366889558975,12-06-2023 04:28:10,28-11-2023 11:41:33,212.74822242547995,f28d1ec8-5745-4c87-bedd-7631fb9f9334,6471.47391044151,607.1310190263762,163.33427093053976
home,66.66950919677033,19.13879942897472,46.37646625438515,9.425271098692333,6.9169626508977515,-1.4158676413422429,428.5785545531807,7.347539895436331,0.9450749807562362,1.2246152662363925,77,75,3,0,77,93,61,12,56,76,2,484.6640304653686,8.877174453657682,476.89095854401756,180.94172813837588,-0.23528482784519245,324.47082918225993,23-06-2023 07:15:52,250.0489483644164,5.482066927836881,-4.665575644082745,12.067845748125748,4.42470156021148,38.96241763827028,34,12,12.123026764008287,1.6478817878939107,62,16.863572341304092,8.357066378005298,626.0252411237727,83,3,34,89,75,6.410500181991868,7.935096221487276,26,150.47073378553748,665.9441781912391,32.51707389988815,38.08171868823176,21.681502064895163,67,48,42,2.174989538151157,28,78,48,6,9,90,-2.438818754527844,27-03-2023 09:22:40,13-10-2023 04:08:46,233.54593485237098,c98f71b5-d63e-40e9-a39b-f69610fd46fe,358.6158012560068,96.80372275429833,82.28879501751132
similar,45.58332207547727,18.38928093508012,33.362943217030804,9.399238279686935,7.232026881549772,-1.4625977483292358,526.7018291027593,6.587193627030246,1.0867339744339393,1.614457731166357,37,56,22,85,79,41,96,50,33,53,16,343.7475390464532,7.7458230176799905,480.49919170221506,159.82910205752273,-1.529160678167834,396.55987166644206,21-06-2023 18:30:04,251.98179824663345,2.232818545998692,-4.665575644082745,12.449261726306215,3.6777799636524673,26.76154518743297,60,94,5.221101264892698,1.62483590702087,86,17.52277114100225,8.340413271169577,608.3634305241666,34,37,48,75,77,7.121986640609482,8.57160637851645,68,106.14037760941271,470.5595695283153,29.77460793079269,42.861193048903075,19.811630723021842,55,66,98,1.9508849382505034,59,1,29,75,72,99,-4.129774690814855,14-01-2023 20:20:42,18-09-2023 18:42:35,215.92547490213826,18ac39f4-b3bc-4690-995a-34f3a06f577e,441.0313394559102,109.56882687851923,56.75508238266967
until,70.30754636872364,20.62770778846805,39.16997539279036,9.425271098692333,7.036987119717569,-1.427550168088991,424.31767942841236,8.857957482675443,1.0229874272789727,1.3771623177307264,88,66,17,71,15,38,97,40,50,42,45,467.1035238420859,8.743550268305986,481.04764314226117,173.42811709195462,-1.0609008466224972,321.34045660450806,13-11-2023 22:09:27,252.27559142873048,3.684746464654733,-4.665575644082745,12.211658330062644,5.908451218240867,32.20594780546181,9,26,8.305229391466003,1.6421203176756505,8,17.112122708403398,8.357066378005298,411.2103705031293,88,4,45,26,51,6.678765568028018,7.903792443272726,1,158.11912857056782,641.5960505876858,32.233614884994566,39.81127733244729,21.460651119004613,83,85,49,2.174989538151157,67,31,77,5,22,19,-3.4439324229501938,19-02-2023 13:02:36,23-06-2023 18:26:34,225.761033365738,4fc6153e-5efe-4dc3-af96-394a198c8bf9,355.03701408015763,96.23541332411041,68.14900625797317
partner,65.3142630548104,369.93371182824,1473.4347857597413,9.425271098692333,6.8519493969536835,-1.4158676413422429,1716151.0765752525,363.2101434086301,0.6475910940330598,0.953420508024243,71,90,97,3,67,0,41,29,15,14,5,6910290.108807118,250.31826082612508,484.8579373573177,163.5445102746925,0.6765895809536215,1260828.5930024304,09-07-2023 16:17:14,254.3166809043517,35.33293739641724,-4.665575644082745,101.73811694625806,354.0041958200062,1376.905762127928,63,92,75.53107067025327,1.6478817878939107,94,171.84012949657017,8.357066378005298,5066349.890610884,63,53,80,50,35,173.67980023174906,143.36567537036657,39,147.62154422680806,9581302.100887133,635.9587977561031,9931.369948418484,420.7297144963325,96,70,21,2.5783778179723345,57,46,8,26,89,73,15.073808809395679,07-01-2023 03:35:10,04-12-2023 09:22:23,212.54568840306348,0cef9462-f4a8-4852-99d6-e17a22383d8b,1441425.4139197022,21988.70957116973,2882.306664030917
usually,65.82956577038452,28.092506842526447,63.335885689429546,9.425271098692333,6.9819759048418195,-1.427550168088991,2043.1423601406193,16.430595318017126,0.9734067794917768,1.2754642834011705,63,52,98,81,84,54,96,39,29,81,15,1994.4059428220169,15.148602886163937,487.90328614283646,171.19266256574662,-0.7528351679742491,1510.6558531605021,23-09-2023 15:28:07,255.94800620494289,4.720924098233053,-4.665575644082745,15.769456552762408,13.347386578565075,54.86277857614086,94,16,10.506237129372941,1.6421203176756505,80,23.261042659686183,8.357066378005298,2587.361286743621,35,84,80,9,56,13.315417944313621,14.112375122491711,0,148.70488626434778,2759.243051570812,48.48998938914184,97.69965971455065,32.046773125358285,37,61,80,2.130168618171026,61,15,47,37,87,79,-2.864513955271428,15-07-2023 13:44:07,30-04-2023 00:31:26,223.11543269792287,a0cbf552-732f-4579-9a89-697ac1552826,1714.717558014432,256.03236746361546,115.56471431047845
matter,71.65763948352784,28.092506842526447,77.28719032038484,9.425271098692333,6.906960611829433,-1.4158676413422429,2132.1897243810813,16.430595318017126,0.9521579304401214,1.156816576683355,95,85,67,76,85,83,96,46,14,48,96,1853.7933270584795,14.74773033010885,491.02079959151905,185.68171968005763,-0.12438118353182337,1576.077021107681,29-07-2023 13:18:29,257.61798850317837,6.9148063717970265,-4.665575644082745,15.900763692791747,13.347386578565075,67.94287132554184,40,94,15.16639548802776,1.6478817878939107,7,23.487979951385547,8.357066378005298,3215.471276085684,49,87,74,71,93,13.560355905477062,14.331501569993556,84,160.95748470892184,2564.279774899697,47.49788283701428,100.36219794286983,31.38422028768663,22,98,20,2.085347698190896,22,18,92,80,84,7,-1.6110780864153211,30-08-2023 09:16:02,13-05-2023 21:14:13,238.47004327237133,ea6d65bc-40af-4e5e-aa88-bb14530fce13,1789.5100726634657,263.14352135930017,142.93843949661135
